anio_denuncia,generico,subgenerico,cantidad,ubigeo_pjfs,dpto_pjfs
2019,contra el honor,contra el honor (sin especificar delito subgenérico),4,10101,amazonas
2019,contra el honor,"injuria,calumnia y difamacion",1,10101,amazonas
2019,contra el honor,"injuria,calumnia y difamacion",2,10101,amazonas
2019,contra el honor,"injuria,calumnia y difamacion",14,10101,amazonas
2019,contra el honor,"injuria,calumnia y difamacion",1,10101,amazonas
2019,contra el orden economico,"acaparamiento, especulacion, adulteracion",2,10101,amazonas
2019,contra el orden financiero y monetario,contra el orden financiero y monetario (sin especificar delito subgenérico),2,10101,amazonas
2019,contra el orden financiero y monetario,delitos monetarios,11,10101,amazonas
2019,contra el orden financiero y monetario,delitos monetarios,2,10101,amazonas
2019,contra el patrimonio,abigeato,55,10101,amazonas
2019,contra el patrimonio,abigeato,1,10101,amazonas
2019,contra el patrimonio,abigeato,1,10101,amazonas
2019,contra el patrimonio,abigeato,15,10101,amazonas
2019,contra el patrimonio,apropiacion ilicita,44,10101,amazonas
2019,contra el patrimonio,apropiacion ilicita,1,10101,amazonas
2019,contra el patrimonio,apropiacion ilicita,4,10101,amazonas
2019,contra el patrimonio,apropiacion ilicita,1,10101,amazonas
2019,contra el patrimonio,apropiacion ilicita,46,10101,amazonas
2019,contra el patrimonio,contra el patrimonio (sin especificar delito subgenérico),92,10101,amazonas
2019,contra el patrimonio,daños,121,10101,amazonas
2019,contra el patrimonio,daños,37,10101,amazonas
2019,contra el patrimonio,daños,2,10101,amazonas
2019,contra el patrimonio,daños,272,10101,amazonas
2019,contra el patrimonio,estafa y otras defraudaciones,105,10101,amazonas
2019,contra el patrimonio,estafa y otras defraudaciones,7,10101,amazonas
2019,contra el patrimonio,estafa y otras defraudaciones,4,10101,amazonas
2019,contra el patrimonio,estafa y otras defraudaciones,5,10101,amazonas
2019,contra el patrimonio,extorsion,13,10101,amazonas
2019,contra el patrimonio,extorsion,1,10101,amazonas
2019,contra el patrimonio,extorsion,1,10101,amazonas
2019,contra el patrimonio,hurto,209,10101,amazonas
2019,contra el patrimonio,hurto,456,10101,amazonas
2019,contra el patrimonio,hurto,671,10101,amazonas
2019,contra el patrimonio,receptacion,33,10101,amazonas
2019,contra el patrimonio,receptacion,4,10101,amazonas
2019,contra el patrimonio,receptacion,15,10101,amazonas
2019,contra el patrimonio,robo,20,10101,amazonas
2019,contra el patrimonio,robo,119,10101,amazonas
2019,contra el patrimonio,robo,44,10101,amazonas
2019,contra el patrimonio,usurpacion,99,10101,amazonas
2019,contra el patrimonio,usurpacion,2,10101,amazonas
2019,contra el patrimonio,usurpacion,26,10101,amazonas
2019,contra el patrimonio,usurpacion,130,10101,amazonas
2019,contra el patrimonio cultural,contra los bienes culturales,1,10101,amazonas
2019,contra la administracion publica,delitos cometidos por funcionarios publicos,73,10101,amazonas
2019,contra la administracion publica,delitos cometidos por funcionarios publicos,65,10101,amazonas
2019,contra la administracion publica,delitos cometidos por funcionarios publicos,1,10101,amazonas
2019,contra la administracion publica,delitos cometidos por funcionarios publicos,7,10101,amazonas
2019,contra la administracion publica,delitos cometidos por funcionarios publicos,1,10101,amazonas
2019,contra la administracion publica,delitos cometidos por funcionarios publicos,12,10101,amazonas
2019,contra la administracion publica,delitos cometidos por funcionarios publicos,1,10101,amazonas
2019,contra la administracion publica,delitos cometidos por funcionarios publicos,1,10101,amazonas
2019,contra la administracion publica,delitos cometidos por funcionarios publicos,22,10101,amazonas
2019,contra la administracion publica,delitos cometidos por funcionarios publicos,2,10101,amazonas
2019,contra la administracion publica,delitos cometidos por funcionarios publicos,3,10101,amazonas
2019,contra la administracion publica,delitos cometidos por funcionarios publicos,8,10101,amazonas
2019,contra la administracion publica,delitos cometidos por funcionarios publicos,1,10101,amazonas
2019,contra la administracion publica,delitos cometidos por funcionarios publicos,3,10101,amazonas
2019,contra la administracion publica,delitos cometidos por funcionarios publicos,1,10101,amazonas
2019,contra la administracion publica,delitos cometidos por funcionarios publicos,3,10101,amazonas
2019,contra la administracion publica,delitos cometidos por funcionarios publicos,22,10101,amazonas
2019,contra la administracion publica,delitos cometidos por funcionarios publicos,3,10101,amazonas
2019,contra la administracion publica,delitos cometidos por funcionarios publicos,81,10101,amazonas
2019,contra la administracion publica,delitos cometidos por particulares,20,10101,amazonas
2019,contra la administracion publica,delitos cometidos por particulares,1,10101,amazonas
2019,contra la administracion publica,delitos cometidos por particulares,6,10101,amazonas
2019,contra la administracion publica,delitos cometidos por particulares,10,10101,amazonas
2019,contra la administracion publica,delitos cometidos por particulares,3,10101,amazonas
2019,contra la administracion publica,delitos cometidos por particulares,169,10101,amazonas
2019,contra la administracion publica,delitos cometidos por particulares,1,10101,amazonas
2019,contra la administracion publica,delitos cometidos por particulares,1,10101,amazonas
2019,contra la administracion publica,delitos cometidos por particulares,1,10101,amazonas
2019,contra la administracion publica,delitos cometidos por particulares,30,10101,amazonas
2019,contra la administracion publica,delitos cometidos por particulares,1,10101,amazonas
2019,contra la administracion publica,delitos cometidos por particulares,2,10101,amazonas
2019,contra la administracion publica,delitos contra la administracion de justicia,9,10101,amazonas
2019,contra la administracion publica,delitos contra la administracion de justicia,1,10101,amazonas
2019,contra la administracion publica,delitos contra la administracion de justicia,2,10101,amazonas
2019,contra la administracion publica,delitos contra la administracion de justicia,2,10101,amazonas
2019,contra la administracion publica,delitos contra la administracion de justicia,20,10101,amazonas
2019,contra la administracion publica,delitos contra la administracion de justicia,2,10101,amazonas
2019,contra la administracion publica,delitos contra la administracion de justicia,11,10101,amazonas
2019,contra la administracion publica,delitos contra la administracion de justicia,12,10101,amazonas
2019,contra la administracion publica,delitos contra la administracion de justicia,1,10101,amazonas
2019,contra la administracion publica,delitos contra la administracion de justicia,1,10101,amazonas
2019,contra la administracion publica,delitos contra la administracion de justicia,2,10101,amazonas
2019,contra la administracion publica,delitos contra la administracion de justicia,3,10101,amazonas
2019,contra la administracion publica,delitos contra la administracion publica (sin especificar delito subgenérico),106,10101,amazonas
2019,contra la conf.y.la.buen.fe.en.negocios,libramiento y cobro indebido,1,10101,amazonas
2019,contra la conf.y.la.buen.fe.en.negocios,usura,2,10101,amazonas
2019,contra la familia,atentados contra la patria potestad,106,10101,amazonas
2019,contra la familia,atentados contra la patria potestad,66,10101,amazonas
2019,contra la familia,atentados contra la patria potestad,8,10101,amazonas
2019,contra la familia,contra la familia (sin especificar delito subgenérico),5,10101,amazonas
2019,contra la familia,matrimonios ilegales,2,10101,amazonas
2019,contra la familia,omision de asistencia familiar,863,10101,amazonas
2019,contra la familia,omision de asistencia familiar,4,10101,amazonas
2019,contra la familia,omision de asistencia familiar,94,10101,amazonas
2019,contra la fe publica,delitos contra la fe publica (sin especificar delito subgenérico),10,10101,amazonas
2019,contra la fe publica,falsificacion de documentos en general,82,10101,amazonas
2019,contra la fe publica,falsificacion de documentos en general,40,10101,amazonas
2019,contra la fe publica,falsificacion de documentos en general,2,10101,amazonas
2019,contra la fe publica,falsificacion de documentos en general,1,10101,amazonas
2019,contra la fe publica,falsificacion de documentos en general,1,10101,amazonas
2019,contra la fe publica,falsificacion de documentos en general,25,10101,amazonas
2019,contra la fe publica,"falsificacion de sellos, timbres y marcas oficiales",1,10101,amazonas
2019,contra la humanidad,delitos contra la humanidad (sin especificar delito subgenérico),1,10101,amazonas
2019,contra la humanidad,desaparicion forzada,4,10101,amazonas
2019,contra la humanidad,desaparicion forzada,6,10101,amazonas
2019,contra la humanidad,discriminacion,3,10101,amazonas
2019,contra la humanidad,discriminacion,1,10101,amazonas
2019,contra la libertad,contra la libertad (sin especificar delito subgenérico),19,10101,amazonas
2019,contra la libertad,ofensas al pudor publico,3,10101,amazonas
2019,contra la libertad,ofensas al pudor publico,1,10101,amazonas
2019,contra la libertad,ofensas al pudor publico,1,10101,amazonas
2019,contra la libertad,proxenetismo,1,10101,amazonas
2019,contra la libertad,proxenetismo,1,10101,amazonas
2019,contra la libertad,violacion de domicilio,37,10101,amazonas
2019,contra la libertad,violacion de domicilio,14,10101,amazonas
2019,contra la libertad,violacion de la intimidad,4,10101,amazonas
2019,contra la libertad,violacion de la intimidad,1,10101,amazonas
2019,contra la libertad,violacion de la intimidad,4,10101,amazonas
2019,contra la libertad,violacion de la libertad de reunion,1,10101,amazonas
2019,contra la libertad,violacion de la libertad de trabajo,2,10101,amazonas
2019,contra la libertad,violacion de la libertad personal,89,10101,amazonas
2019,contra la libertad,violacion de la libertad personal,60,10101,amazonas
2019,contra la libertad,violacion de la libertad personal,4,10101,amazonas
2019,contra la libertad,violacion de la libertad personal,30,10101,amazonas
2019,contra la libertad,violacion de la libertad personal,3,10101,amazonas
2019,contra la libertad,violacion de la libertad personal,19,10101,amazonas
2019,contra la libertad,violacion de la libertad sexual,152,10101,amazonas
2019,contra la libertad,violacion de la libertad sexual,11,10101,amazonas
2019,contra la libertad,violacion de la libertad sexual,2,10101,amazonas
2019,contra la libertad,violacion de la libertad sexual,50,10101,amazonas
2019,contra la libertad,violacion de la libertad sexual,10,10101,amazonas
2019,contra la libertad,violacion de la libertad sexual,82,10101,amazonas
2019,contra la libertad,violacion de la libertad sexual,5,10101,amazonas
2019,contra la libertad,violacion de la libertad sexual,33,10101,amazonas
2019,contra la libertad,violacion de la libertad sexual,14,10101,amazonas
2019,contra la libertad,violacion de la libertad sexual,1,10101,amazonas
2019,contra la libertad,violacion de la libertad sexual,65,10101,amazonas
2019,contra la seguridad publica,"contra la salud publica (contaminacion y propagacion, trafico ilicito de drogas)",1,10101,amazonas
2019,contra la seguridad publica,"contra la salud publica (contaminacion y propagacion, trafico ilicito de drogas)",3,10101,amazonas
2019,contra la seguridad publica,"contra la salud publica (contaminacion y propagacion, trafico ilicito de drogas)",1,10101,amazonas
2019,contra la seguridad publica,"contra la salud publica (contaminacion y propagacion, trafico ilicito de drogas)",1,10101,amazonas
2019,contra la seguridad publica,"contra la salud publica (contaminacion y propagacion, trafico ilicito de drogas)",1,10101,amazonas
2019,contra la seguridad publica,"contra la salud publica (contaminacion y propagacion, trafico ilicito de drogas)",59,10101,amazonas
2019,contra la seguridad publica,"contra la salud publica (contaminacion y propagacion, trafico ilicito de drogas)",27,10101,amazonas
2019,contra la seguridad publica,"contra la salud publica (contaminacion y propagacion, trafico ilicito de drogas)",2,10101,amazonas
2019,contra la seguridad publica,"contra la salud publica (contaminacion y propagacion, trafico ilicito de drogas)",2,10101,amazonas
2019,contra la seguridad publica,"contra la salud publica (contaminacion y propagacion, trafico ilicito de drogas)",2,10101,amazonas
2019,contra la seguridad publica,"contra la salud publica (contaminacion y propagacion, trafico ilicito de drogas)",10,10101,amazonas
2019,contra la seguridad publica,contra la seguridad publica (sin especificar delito subgenérico),6,10101,amazonas
2019,contra la seguridad publica,"contra los medios de transp., comunic. y otros serv. públicos",1,10101,amazonas
2019,contra la seguridad publica,delito de peligro comun,2,10101,amazonas
2019,contra la seguridad publica,delito de peligro comun,432,10101,amazonas
2019,contra la seguridad publica,delito de peligro comun,18,10101,amazonas
2019,contra la seguridad publica,delito de peligro comun,1,10101,amazonas
2019,contra la seguridad publica,delito de peligro comun,8,10101,amazonas
2019,contra la seguridad publica,delito de peligro comun,4,10101,amazonas
2019,contra la seguridad publica,delito de peligro comun,1,10101,amazonas
2019,contra la seguridad publica,delito de peligro comun,3,10101,amazonas
2019,contra la seguridad publica,delito de peligro comun,20,10101,amazonas
2019,contra la tranquilidad publica,contra la tranquilidad publica (sin especificar delito subgenérico),2,10101,amazonas
2019,contra la tranquilidad publica,delitos contra la paz publica,6,10101,amazonas
2019,contra la tranquilidad publica,delitos contra la paz publica,1,10101,amazonas
2019,contra la tranquilidad publica,delitos contra la paz publica,4,10101,amazonas
2019,contra la tranquilidad publica,delitos contra la paz publica,2,10101,amazonas
2019,contra la tranquilidad publica,delitos contra la paz publica,1,10101,amazonas
2019,contra la tranquilidad publica,delitos contra la paz publica,3,10101,amazonas
2019,contra la vida/el cuerpo y la salud,aborto,1,10101,amazonas
2019,contra la vida/el cuerpo y la salud,aborto,1,10101,amazonas
2019,contra la vida/el cuerpo y la salud,aborto,1,10101,amazonas
2019,contra la vida/el cuerpo y la salud,aborto,1,10101,amazonas
2019,contra la vida/el cuerpo y la salud,aborto,10,10101,amazonas
2019,contra la vida/el cuerpo y la salud,contra la vida/el cuerpo y la salud (sin especificar delito subgenérico),146,10101,amazonas
2019,contra la vida/el cuerpo y la salud,exposicion a peligro o abandono de personas en peligro,3,10101,amazonas
2019,contra la vida/el cuerpo y la salud,exposicion a peligro o abandono de personas en peligro,3,10101,amazonas
2019,contra la vida/el cuerpo y la salud,exposicion a peligro o abandono de personas en peligro,1,10101,amazonas
2019,contra la vida/el cuerpo y la salud,exposicion a peligro o abandono de personas en peligro,2,10101,amazonas
2019,contra la vida/el cuerpo y la salud,exposicion a peligro o abandono de personas en peligro,4,10101,amazonas
2019,contra la vida/el cuerpo y la salud,homicidio,46,10101,amazonas
2019,contra la vida/el cuerpo y la salud,homicidio,1,10101,amazonas
2019,contra la vida/el cuerpo y la salud,homicidio,8,10101,amazonas
2019,contra la vida/el cuerpo y la salud,homicidio,1,10101,amazonas
2019,contra la vida/el cuerpo y la salud,homicidio,20,10101,amazonas
2019,contra la vida/el cuerpo y la salud,homicidio,4,10101,amazonas
2019,contra la vida/el cuerpo y la salud,homicidio,1,10101,amazonas
2019,contra la vida/el cuerpo y la salud,homicidio,81,10101,amazonas
2019,contra la vida/el cuerpo y la salud,lesiones,34,10101,amazonas
2019,contra la vida/el cuerpo y la salud,lesiones,368,10101,amazonas
2019,contra la vida/el cuerpo y la salud,lesiones,5,10101,amazonas
2019,contra la vida/el cuerpo y la salud,lesiones,246,10101,amazonas
2019,contra la vida/el cuerpo y la salud,lesiones,9,10101,amazonas
2019,contra la vida/el cuerpo y la salud,lesiones,903,10101,amazonas
2019,contra la vida/el cuerpo y la salud,lesiones,3,10101,amazonas
2019,contra la vida/el cuerpo y la salud,lesiones,1727,10101,amazonas
2019,contra la vida/el cuerpo y la salud,lesiones,1,10101,amazonas
2019,contra la vida/el cuerpo y la salud,lesiones,497,10101,amazonas
2019,contra la voluntad popular,delitos contra el derecho al sufragio,1,10101,amazonas
2019,contra la voluntad popular,delitos contra el derecho al sufragio,1,10101,amazonas
2019,contra la voluntad popular,delitos contra el derecho al sufragio,1,10101,amazonas
2019,contra los derechos intelectuales,contra la propiedad industrial,2,10101,amazonas
2019,contra los derechos intelectuales,contra la propiedad industrial,2,10101,amazonas
2019,contra los derechos intelectuales,contra los derechos de autor y conexos,1,10101,amazonas
2019,contra los derechos intelectuales,contra los derechos de autor y conexos,1,10101,amazonas
2019,contra los poderes del estado y orden constitucional,"rebelion , sedicion y motin",3,10101,amazonas
2019,delitos tributarios,defraudacion tributaria,1,10101,amazonas
2019,contra el orden financiero y monetario,lavado de activos,3,10101,amazonas
2019,delitos tributarios,contrabando (d.aduan.),1,10101,amazonas
2019,delitos tributarios,defraudación de rentas de aduana,1,10101,amazonas
2019,delitos tributarios,tentativa,1,10101,amazonas
2019,delitos ambientales,delitos contra los recursos naturales,31,10101,amazonas
2019,delitos ambientales,delitos contra los recursos naturales,141,10101,amazonas
2019,delitos ambientales,delitos contra los recursos naturales,14,10101,amazonas
2019,delitos ambientales,delitos contra los recursos naturales,1,10101,amazonas
2019,delitos ambientales,delitos contra los recursos naturales,3,10101,amazonas
2019,delitos ambientales,delitos contra los recursos naturales,172,10101,amazonas
2019,delitos ambientales,delitos contra los recursos naturales,4,10101,amazonas
2019,delitos ambientales,delitos contra los recursos naturales,3,10101,amazonas
2019,delitos ambientales,delitos de contaminacion,41,10101,amazonas
2019,delitos ambientales,delitos de contaminacion,8,10101,amazonas
2019,delitos ambientales,delitos de contaminacion,1,10101,amazonas
2019,delitos ambientales,delitos de contaminacion,63,10101,amazonas
2019,delitos ambientales,delitos de contaminacion,1,10101,amazonas
2019,delitos ambientales,delitos de contaminacion,1,10101,amazonas
2019,delitos ambientales,responsabilidad funcional e información falsa,1,10101,amazonas
2019,delitos ambientales,responsabilidad funcional e información falsa,16,10101,amazonas
2019,delitos tributarios,elaborac. y comerc. clandest. de productos,2,10101,amazonas
2019,contra la voluntad popular,delitos contra el derecho al sufragio,2,10101,amazonas
2019,contra la seguridad publica,delitos contra datos y sistemas informaticos,5,10101,amazonas
2019,contra la seguridad publica,delitos contra datos y sistemas informaticos,1,10101,amazonas
2019,contra la seguridad publica,delitos contra datos y sistemas informaticos,1,10101,amazonas
2019,contra la seguridad publica,delitos contra datos y sistemas informaticos,8,10101,amazonas
2019,contra el patrimonio,delitos informaticos contra el patrimonio,11,10101,amazonas
2019,contra el patrimonio,delitos informaticos contra el patrimonio,11,10101,amazonas
contra la seguridad publica,contra la seguridad publica,"ley nº 30096, ley de delitos informaticos (sin especificar delito subgenérico)",contra la seguridad publica,contra la seguridad publica,contra la seguridad publica
2019,contra el estado y la defensa nacional,atentados contra seguridad nacional y traición a la patria,1,20101,ancash
2019,contra el estado y la defensa nacional,atentados contra seguridad nacional y traición a la patria,1,20101,ancash
2019,contra el estado y la defensa nacional,contra simbolos y valores de la patria,1,20101,ancash
2019,contra el estado y la defensa nacional,delitos que comprometen las relaciones exteriores del estado,1,20101,ancash
2019,contra el honor,"injuria,calumnia y difamacion",1,20101,ancash
2019,contra el honor,"injuria,calumnia y difamacion",2,20101,ancash
2019,contra el honor,"injuria,calumnia y difamacion",4,20101,ancash
2019,contra el honor,"injuria,calumnia y difamacion",1,20101,ancash
2019,contra el orden economico,de otros delitos economicos,1,20101,ancash
2019,contra el orden economico,desempeño de actividades no autorizadas,2,20101,ancash
2019,contra el orden financiero y monetario,delitos financieros,1,20101,ancash
2019,contra el orden financiero y monetario,delitos financieros,3,20101,ancash
2019,contra el orden financiero y monetario,delitos monetarios,2,20101,ancash
2019,contra el orden financiero y monetario,delitos monetarios,7,20101,ancash
2019,contra el orden financiero y monetario,delitos monetarios,2,20101,ancash
2019,contra el patrimonio,abigeato,89,20101,ancash
2019,contra el patrimonio,abigeato,1,20101,ancash
2019,contra el patrimonio,abigeato,7,20101,ancash
2019,contra el patrimonio,abigeato,65,20101,ancash
2019,contra el patrimonio,apropiacion ilicita,80,20101,ancash
2019,contra el patrimonio,apropiacion ilicita,1,20101,ancash
2019,contra el patrimonio,apropiacion ilicita,7,20101,ancash
2019,contra el patrimonio,apropiacion ilicita,46,20101,ancash
2019,contra el patrimonio,contra el patrimonio (sin especificar delito subgenérico),36,20101,ancash
2019,contra el patrimonio,daños,538,20101,ancash
2019,contra el patrimonio,daños,76,20101,ancash
2019,contra el patrimonio,daños,23,20101,ancash
2019,contra el patrimonio,daños,224,20101,ancash
2019,contra el patrimonio,delitos informaticos,1,20101,ancash
2019,contra el patrimonio,delitos informaticos,1,20101,ancash
2019,contra el patrimonio,estafa y otras defraudaciones,225,20101,ancash
2019,contra el patrimonio,estafa y otras defraudaciones,25,20101,ancash
2019,contra el patrimonio,estafa y otras defraudaciones,23,20101,ancash
2019,contra el patrimonio,estafa y otras defraudaciones,29,20101,ancash
2019,contra el patrimonio,extorsion,31,20101,ancash
2019,contra el patrimonio,extorsion,6,20101,ancash
2019,contra el patrimonio,extorsion,8,20101,ancash
2019,contra el patrimonio,fraude en la administr. de pers. jurid.,11,20101,ancash
2019,contra el patrimonio,fraude en la administr. de pers. jurid.,6,20101,ancash
2019,contra el patrimonio,hurto,617,20101,ancash
2019,contra el patrimonio,hurto,420,20101,ancash
2019,contra el patrimonio,hurto,3,20101,ancash
2019,contra el patrimonio,hurto,1,20101,ancash
2019,contra el patrimonio,hurto,661,20101,ancash
2019,contra el patrimonio,receptacion,28,20101,ancash
2019,contra el patrimonio,receptacion,7,20101,ancash
2019,contra el patrimonio,receptacion,13,20101,ancash
2019,contra el patrimonio,robo,55,20101,ancash
2019,contra el patrimonio,robo,161,20101,ancash
2019,contra el patrimonio,robo,137,20101,ancash
2019,contra el patrimonio,usurpacion,404,20101,ancash
2019,contra el patrimonio,usurpacion,18,20101,ancash
2019,contra el patrimonio,usurpacion,86,20101,ancash
2019,contra el patrimonio,usurpacion,205,20101,ancash
2019,contra el patrimonio cultural,contra los bienes culturales,1,20101,ancash
2019,contra la administracion publica,delitos cometidos por funcionarios publicos,284,20101,ancash
2019,contra la administracion publica,delitos cometidos por funcionarios publicos,220,20101,ancash
2019,contra la administracion publica,delitos cometidos por funcionarios publicos,2,20101,ancash
2019,contra la administracion publica,delitos cometidos por funcionarios publicos,4,20101,ancash
2019,contra la administracion publica,delitos cometidos por funcionarios publicos,24,20101,ancash
2019,contra la administracion publica,delitos cometidos por funcionarios publicos,19,20101,ancash
2019,contra la administracion publica,delitos cometidos por funcionarios publicos,2,20101,ancash
2019,contra la administracion publica,delitos cometidos por funcionarios publicos,1,20101,ancash
2019,contra la administracion publica,delitos cometidos por funcionarios publicos,40,20101,ancash
2019,contra la administracion publica,delitos cometidos por funcionarios publicos,6,20101,ancash
2019,contra la administracion publica,delitos cometidos por funcionarios publicos,4,20101,ancash
2019,contra la administracion publica,delitos cometidos por funcionarios publicos,4,20101,ancash
2019,contra la administracion publica,delitos cometidos por funcionarios publicos,4,20101,ancash
2019,contra la administracion publica,delitos cometidos por funcionarios publicos,1,20101,ancash
2019,contra la administracion publica,delitos cometidos por funcionarios publicos,1,20101,ancash
2019,contra la administracion publica,delitos cometidos por funcionarios publicos,11,20101,ancash
2019,contra la administracion publica,delitos cometidos por funcionarios publicos,3,20101,ancash
2019,contra la administracion publica,delitos cometidos por funcionarios publicos,881,20101,ancash
2019,contra la administracion publica,delitos cometidos por particulares,49,20101,ancash
2019,contra la administracion publica,delitos cometidos por particulares,2,20101,ancash
2019,contra la administracion publica,delitos cometidos por particulares,19,20101,ancash
2019,contra la administracion publica,delitos cometidos por particulares,1,20101,ancash
2019,contra la administracion publica,delitos cometidos por particulares,3,20101,ancash
2019,contra la administracion publica,delitos cometidos por particulares,12,20101,ancash
2019,contra la administracion publica,delitos cometidos por particulares,4,20101,ancash
2019,contra la administracion publica,delitos cometidos por particulares,542,20101,ancash
2019,contra la administracion publica,delitos cometidos por particulares,1,20101,ancash
2019,contra la administracion publica,delitos cometidos por particulares,3,20101,ancash
2019,contra la administracion publica,delitos cometidos por particulares,11,20101,ancash
2019,contra la administracion publica,delitos cometidos por particulares,3,20101,ancash
2019,contra la administracion publica,delitos cometidos por particulares,1,20101,ancash
2019,contra la administracion publica,delitos cometidos por particulares,28,20101,ancash
2019,contra la administracion publica,delitos cometidos por particulares,14,20101,ancash
2019,contra la administracion publica,delitos cometidos por particulares,49,20101,ancash
2019,contra la administracion publica,delitos cometidos por particulares,25,20101,ancash
2019,contra la administracion publica,delitos cometidos por particulares,1,20101,ancash
2019,contra la administracion publica,delitos contra la administracion de justicia,48,20101,ancash
2019,contra la administracion publica,delitos contra la administracion de justicia,2,20101,ancash
2019,contra la administracion publica,delitos contra la administracion de justicia,10,20101,ancash
2019,contra la administracion publica,delitos contra la administracion de justicia,6,20101,ancash
2019,contra la administracion publica,delitos contra la administracion de justicia,4,20101,ancash
2019,contra la administracion publica,delitos contra la administracion de justicia,4,20101,ancash
2019,contra la administracion publica,delitos contra la administracion de justicia,3,20101,ancash
2019,contra la administracion publica,delitos contra la administracion de justicia,51,20101,ancash
2019,contra la administracion publica,delitos contra la administracion de justicia,4,20101,ancash
2019,contra la administracion publica,delitos contra la administracion de justicia,36,20101,ancash
2019,contra la administracion publica,delitos contra la administracion de justicia,1,20101,ancash
2019,contra la administracion publica,delitos contra la administracion de justicia,1,20101,ancash
2019,contra la administracion publica,delitos contra la administracion de justicia,6,20101,ancash
2019,contra la administracion publica,delitos contra la administracion publica (sin especificar delito subgenérico),29,20101,ancash
2019,contra la conf.y.la.buen.fe.en.negocios,atentados contra el sistema crediticio,1,20101,ancash
2019,contra la conf.y.la.buen.fe.en.negocios,libramiento y cobro indebido,15,20101,ancash
2019,contra la conf.y.la.buen.fe.en.negocios,libramiento y cobro indebido,2,20101,ancash
2019,contra la familia,atentados contra la patria potestad,53,20101,ancash
2019,contra la familia,atentados contra la patria potestad,45,20101,ancash
2019,contra la familia,atentados contra la patria potestad,3,20101,ancash
2019,contra la familia,contra el estado civil,1,20101,ancash
2019,contra la familia,contra la familia (sin especificar delito subgenérico),5,20101,ancash
2019,contra la familia,matrimonios ilegales,1,20101,ancash
2019,contra la familia,omision de asistencia familiar,1596,20101,ancash
2019,contra la familia,omision de asistencia familiar,4,20101,ancash
2019,contra la familia,omision de asistencia familiar,52,20101,ancash
2019,contra la fe publica,delitos contra la fe publica (sin especificar delito subgenérico),15,20101,ancash
2019,contra la fe publica,falsificacion de documentos en general,215,20101,ancash
2019,contra la fe publica,falsificacion de documentos en general,116,20101,ancash
2019,contra la fe publica,falsificacion de documentos en general,1,20101,ancash
2019,contra la fe publica,falsificacion de documentos en general,22,20101,ancash
2019,contra la fe publica,falsificacion de documentos en general,3,20101,ancash
2019,contra la fe publica,falsificacion de documentos en general,5,20101,ancash
2019,contra la fe publica,falsificacion de documentos en general,65,20101,ancash
2019,contra la fe publica,"falsificacion de sellos, timbres y marcas oficiales",1,20101,ancash
2019,contra la fe publica,"falsificacion de sellos, timbres y marcas oficiales",1,20101,ancash
2019,contra la fe publica,"falsificacion de sellos, timbres y marcas oficiales",1,20101,ancash
2019,contra la fe publica,"falsificacion de sellos, timbres y marcas oficiales",2,20101,ancash
2019,contra la humanidad,desaparicion forzada,3,20101,ancash
2019,contra la humanidad,discriminacion,5,20101,ancash
2019,contra la libertad,contra la libertad (sin especificar delito subgenérico),11,20101,ancash
2019,contra la libertad,ofensas al pudor publico,2,20101,ancash
2019,contra la libertad,ofensas al pudor publico,1,20101,ancash
2019,contra la libertad,ofensas al pudor publico,2,20101,ancash
2019,contra la libertad,proxenetismo,2,20101,ancash
2019,contra la libertad,proxenetismo,1,20101,ancash
2019,contra la libertad,violacion de domicilio,78,20101,ancash
2019,contra la libertad,violacion de domicilio,2,20101,ancash
2019,contra la libertad,violacion de domicilio,7,20101,ancash
2019,contra la libertad,violacion de la intimidad,4,20101,ancash
2019,contra la libertad,violacion de la intimidad,1,20101,ancash
2019,contra la libertad,violacion de la intimidad,4,20101,ancash
2019,contra la libertad,violacion de la intimidad,6,20101,ancash
2019,contra la libertad,violacion de la libertad de expresion,1,20101,ancash
2019,contra la libertad,violacion de la libertad de reunion,1,20101,ancash
2019,contra la libertad,violacion de la libertad de trabajo,4,20101,ancash
2019,contra la libertad,violacion de la libertad de trabajo,1,20101,ancash
2019,contra la libertad,violacion de la libertad de trabajo,1,20101,ancash
2019,contra la libertad,violacion de la libertad de trabajo,1,20101,ancash
2019,contra la libertad,violacion de la libertad personal,106,20101,ancash
2019,contra la libertad,violacion de la libertad personal,54,20101,ancash
2019,contra la libertad,violacion de la libertad personal,9,20101,ancash
2019,contra la libertad,violacion de la libertad personal,63,20101,ancash
2019,contra la libertad,violacion de la libertad personal,1,20101,ancash
2019,contra la libertad,violacion de la libertad personal,23,20101,ancash
2019,contra la libertad,violacion de la libertad sexual,248,20101,ancash
2019,contra la libertad,violacion de la libertad sexual,18,20101,ancash
2019,contra la libertad,violacion de la libertad sexual,12,20101,ancash
2019,contra la libertad,violacion de la libertad sexual,87,20101,ancash
2019,contra la libertad,violacion de la libertad sexual,3,20101,ancash
2019,contra la libertad,violacion de la libertad sexual,129,20101,ancash
2019,contra la libertad,violacion de la libertad sexual,2,20101,ancash
2019,contra la libertad,violacion de la libertad sexual,12,20101,ancash
2019,contra la libertad,violacion de la libertad sexual,37,20101,ancash
2019,contra la libertad,violacion de la libertad sexual,32,20101,ancash
2019,contra la libertad,violacion de la libertad sexual,2,20101,ancash
2019,contra la libertad,violacion de la libertad sexual,44,20101,ancash
